ID,SYMBOL,NAME,EXCHANGE
41191,ECLN,First Trust EIP Carbon Impact ETF,NYSEArca
41192,FUMB,First Trust Ultra Short Duration Municipal ETF,NYSEArca
41193,DBMF,iM DBi Managed Futures Strategy ETF,NYSEArca
41194,HTEC,Robo Global Healthcare Technology and Innovation ETF,NYSEArca
41195,GBDV,Global Beta Smart Income ETF,NYSEArca
41196,FIVG,Defiance 5G Next Gen Connectivity ETF,NYSEArca
41197,DBLV,AdvisorShares DoubleLine Value Equity ETF,NYSEArca
41198,IDY,Pacific Global International Equity Income ETF,NYSEArca
41199,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total ReturnSM ETN,NYSEArca
41200,JIH,Juniper Industrial Holdings Inc,NYSE
41201,FSMD,Fidelity Small-Mid Factor ETF,NYSEArca
41202,GDMA,Gadsden Dynamic Multi-Asset ETF New,NYSEArca
41203,DMDV,AAM S&P Developed Markets High Dividend Value ETF,NYSEArca
41204,FSMB,First Trust Short Duration Managed Municipal ETF,NYSEArca
41205,IRBO,iShares Robotics and Artificial Intelligence ETF,NYSEArca
41206,IBDT,iShares iBonds Dec 2028 Term Corporate ETF,NYSEArca
41207,IBDU,iShares iBonds Dec 2029 Term Corporate ETF,NYSEArca
41208,IJUL,Innovator MSCI EAFE Power Buffer ETF - July,NYSEArca
41209,FRLG,Large Cap Growth Index-Linked ETN due 2028,NYSEArca
41210,DSTL,Distillate U.S. Fundamental Stability & Value ETF,NYSEArca
41211,GNAF,MicroSectors FANG+ Index Inverse ETN,NYSEArca
41212,HYTR,CP High Yield Trend ETF,NYSEArca
41213,GDNA,Goldman Sachs Motif Human Evolution ETF,NYSEArca
41214,DAO,Youdao Inc,NYSE
41215,FLCB,Franklin Liberty US Core Bond ETF,NYSEArca
41216,FNGO,MicroSectors FANG+ Index 2X Leveraged ETN,NYSEArca
41217,IEMD,Invesco Emerging Markets Debt Defensive ETF,NYSEArca
41218,FNGS,MicroSectors FANG+ ETN,NYSEArca
41219,FNGU,MicroSectors FANG+ Index 3X Leveraged ETN,NYSEArca
41220,FNGZ,MicroSectors FANG+ Index -2X Inverse Leveraged ETN,NYSEArca
41221,EJAN,Innovator MSCI Emerging Markets Power Buffer ETF January,NYSEArca
41222,GMAN,Goldman Sachs Motif Manufacturing Revolution ETF,NYSEArca
41223,FEUL,Credit Suisse FI Enhanced Europe 50 Exchange Traded Notes (ETNs),NYSEArca
41224,FHI,Federated Hermes Inc,NYSE
41225,EASG,Xtrackers MSCI EAFE ESG Leaders Equity ETF,NYSEArca
41226,EASI,Amplify EASI Tactical Growth ETF,NYSEArca
41227,DIET,Defiance Next Gen Food & Agriculture ETF,NYSEArca
41228,GLBY,WisdomTree Yield Enhanced Global Aggregate Bond Fund,NYSEArca
41229,IXSE,WisdomTree India ex-State-Owned Enterprises Fund,NYSEArca
41230,IEMV,Invesco Emerging Markets Debt Value ETF,NYSEArca
41231,IVOL,Quadratic Interest Rate Volatility and Inflation Hedge ETF New,NYSEArca
41232,ERSX,ERShares Non-US Small Cap Fund,NYSEArca
41233,HAIL,SPDR S&P Kensho Smart Mobility ETF,NYSEArca
41234,CNRG,SPDR Kensho Clean Power ETF,NYSEArca
41235,SCU,Sculptor Capital Management Inc,NYSE
41236,SCOM,ProShares UltraPro Short Communication Services Select Sector,NYSEArca
41237,SFTW,Osprey Technology Acquisition Corp,NYSE
41238,PASS,Direxion Daily Cnsmr Discret Bear 3XShrs,NYSEArca
41239,ROKT,SPDR Kensho Final Frontiers ETF,NYSEArca
41240,QARP,Xtrackers Russell 1000 US QARP ETF,NYSEArca
41241,LGOV,First Trust Long Duration Opportunities ETF,NYSEArca
41242,SFYF,SoFi 50 ETF,NYSEArca
41243,NTCO,Natura &Co Holding S.A.,NYSE
41244,PPTY,PPTY ??? U.S. Diversified Real Estate ETF,NYSEArca
41245,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,NYSEArca
41246,NEED,Direxion Daily Cnsmr Staples Bull 3XShrs,NYSEArca
41247,LACK,Direxion Daily Cnsmr Staples Bear 3XShrs,NYSEArca
41248,ONTO,Onto Innovation Inc,NYSE
41249,LEND,Amplify CrowdBureau(R) Peer-to-Peer Lending & Crowdfunding ETF,NYSEArca
41250,JUST,Goldman Sachs JUST U.S. Large Cap Equity ETF,NYSEArca
41251,RYCE,Amira Nature Foods Ltd,NYSE
41252,SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN,NYSEArca
41253,MTGP,WisdomTree Mortgage Plus Bond Fund,NYSEArca
41254,JMBS,Janus Henderson Mortgage-Backed Securities ETF,NYSEArca
41255,PEAK,Healthpeak Properties Inc,NYSE
41256,SBUG,iPath Silver ETN,NYSEArca
41257,PFFA,Virtus InfraCap U.S. Preferred Stock ETF,NYSEArca
41258,PFFL,ETRACS 2xMonthly Pay Leveraged Preferred Stock Index ETN,NYSEArca
41259,RIDV,Invesco International Ultra Dividend Revenue ETF,NYSEArca
41260,NUHY,Nuveen ESG High Yield Corporate Bond ETF,NYSEArca
41261,RWCD,Direxion MSCI Cyclicals Over Defensives ETF,NYSEArca
41262,NREF,Nexpoint Real Estate Finance Inc,NYSE
41263,PINE,Alpine Income Property Trust Inc,NYSE
41264,PING,Ping Identity Holding Corp,NYSE
41265,PTBD,Pacer Trendpilot US Bond ETF,NYSEArca
41266,ROSC,Hartford Multifactor Small Cap ETF,NYSEArca
41268,KALL,KraneShares MSCI All China Index ETF,NYSEArca
41269,NET,Cloudflare Inc,NYSE
41270,NEX,Nextier Oilfield Solutions Inc,NYSE
41271,RWED,Direxion MSCI Emerging Over Developed Markets ETF,NYSEArca
41272,NRGD,MicroSectors U.S. Big Oil Index -3X Inverse Leveraged ETNs,NYSEArca
41273,OCFT,OneConnect Financial Technology Co Ltd,NYSE
41274,NRGO,MicroSectors U.S. Big Oil Index 2X Leveraged ETNs,NYSEArca
41275,NRGZ,MicroSectors U.S. Big Oil Index -2X Inverse Leveraged ETNs,NYSEArca
41276,SMOG,VanEck Vectors Low Carbon Energy ETF,NYSEArca
41277,NRGU,MicroSectors U.S. Big Oil Index 3X Leveraged ETNs,NYSEArca
41278,QLV,FlexShares US Quality Low Volatility Index Fund,NYSEArca
41279,PYPE,UBS ETRACS NYSE Pickens Core Midstream Index ETN,NYSEArca
41280,PIPR,Piper Sandler Companies,NYSE
41281,RWDE,Direxion MSCI Developed Over Emerging Markets ETF,NYSEArca
41282,KLCD,KFA Large Cap Quality Dividend Index ETF,NYSEArca
41283,KMED,KraneShares Emerging Markets Healthcare Index ETF,NYSEArca
41284,RWDC,Direxion MSCI Defensives Over Cyclicals ETF,NYSEArca
41285,SPTI,SPDR Portfolio Intermediate Term Treasury ETF,NYSEArca
41286,SNPE,Xtrackers S&P 500 ESG ETF,NYSEArca
41287,LCR,Leuthold Core ETF,NYSEArca
41288,PFLD,AAM Low Duration Preferred and Income Securities ETF,NYSEArca
41289,RWGV,Direxion Russell 1000 Growth Over Value ETF,NYSEArca
41290,QINT,American Century Quality Diversified International ETF,NYSEArca
41291,PTIN,Pacer Trendpilot International ETF,NYSEArca
41292,NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,NYSEArca
41293,NVST,Envista Holdings Corp,NYSE
41294,SDAG,IQ Short Duration Enhanced Core Bond U.S. ETF,NYSEArca
41295,RWIU,Direxion FTSE Russell International Over US ETF,NYSEArca
41296,SPXB,ProShares S&P 500 Bond ETF,NYSEArca
41297,REDV,Invesco Emerging Markets Ultra Dividend Revenue ETF,NYSEArca
41298,QQH,HCM Defender 100 Index ETF,NYSEArca
41299,PACA,Xtrackers MSCI [Latin America Pacific Alliance] ETF,NYSEArca
41300,LGH,HCM Defender 500 Index ETF,NYSEArca
41301,QLVD,FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,NYSEArca
41302,MUST,Columbia Multi-Sector Municipal Income ETF,NYSEArca
41303,QLVE,FlexShares Emerging Markets Quality Low Volatility Index Fund,NYSEArca
41304,MUTE,Direxion Daily Communication Services Index Bear 3X Shares,NYSEArca
41305,NETL,Fundamental Income Net Lease Real Estate ETF,NYSEArca
41306,RTL,Pacer Benchmark Retail Real Estate SCTR ETF,NYSEArca
41307,MJJ,MicroSectors Cannabis ETNs,NYSEArca
41308,NMCO,Nuveen Municipal Credit Opportunities Fund,NYSE
41309,SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,NYSEArca
41310,MJO,MicroSectors Cannabis 2X Leveraged ETNs,NYSEArca
41311,SI,Silvergate Capital Corp,NYSE
41312,SIMS,SPDR S&P Kensho Intelligent Structures ETF,NYSEArca
41313,PULS,PGIM Ultra Short Bond ETF,NYSEArca
41314,OPER,ClearShares Ultra-Short Maturity ETF,NYSEArca
41315,NUSI,Nationwide Risk-Managed Income ETF,NYSEArca
41316,RAAX,VanEck Vectors Real Asset Allocation ETF,NYSEArca
41317,QRFT,QRAFT AI-Enhanced U.S. Large Cap ETF,NYSEArca
41318,NTSX,WisdomTree 90/60 U.S. Balanced Fund,NYSEArca
41319,QDIV,Global X S&P 500 Quality Dividend ETF,NYSEArca
41320,RWLS,Direxion Russell Large Over Small Cap ETF,NYSEArca
41321,PQIN,PGIM QMA Strategic Alpha International Equity ETF,NYSEArca
41322,RPAR,RPAR Risk Parity ETF,NYSEArca
41323,SDGA,Impact Shares Sustainable Development Goals Global Equity ETF,NYSEArca
41324,MARB,First Trust Vivaldi Merger Arbitrage ETF,NYSEArca
41325,RAFE,PIMCO RAFI ESG U.S. ETF PIMCO RAFI ESG U.S. ETF,NYSEArca
41326,QGRO,American Century U.S. Quality Growth ETF,NYSEArca
41327,JOYY,Infusive Compounding Global Equities ETF,NYSEArca
41328,PLAT,WisdomTree Modern Tech Platforms Fund,NYSEArca
41329,SEIX,Virtus Seix Senior Loan ETF,NYSEArca
41330,PHYL,PGIM Active High Yield Bond ETF,NYSEArca
41331,MIDF,iShares Edge MSCI Multifactor USA Mid-Cap ETF,NYSEArca
41332,OVB,Overlay Shares Core Bond ETF,NYSEArca
41333,OVF,Overlay Shares Foreign Equity ETF,NYSEArca
41334,OVL,Overlay Shares Large Cap Equity ETF,NYSEArca
41335,OVM,Overlay Shares Municipal Bond ETF,NYSEArca
41336,MXDE,Nationwide Maximum Diversification Emerging Markets Core Equity ETF,NYSEArca
41337,SPBO,SPDR Portfolio Corporate Bond ETF,NYSEArca
41338,OVS,Overlay Shares Small Cap Equity ETF,NYSEArca
41339,OVV,Ovintiv Inc.,NYSE
41340,SPCE,Virgin Galactic Holdings Inc,NYSE
41341,SCHJ,Schwab 1-5 Year Corporate Bond ETF,NYSEArca
41342,SCHI,Schwab 5-10 Year Corporate Bond ETF,NYSEArca
41343,RWSL,Direxion Russell Small Over Large Cap ETF,NYSEArca
41344,SCHQ,Schwab Long-Term U.S. Treasury ETF,NYSEArca
41345,ONLN,ProShares Online Retail ETF,NYSEArca
41346,PEXL,Pacer US Export Leaders ETF,NYSEArca
41347,RWVG,Direxion Russell 1000 Value Over Growth ETF,NYSEArca
41348,RDOG,ALPS REIT Dividend Dogs ETF,NYSEArca
41349,MOTO,SmartETFs Smart Transportation & Technology ETF,NYSEArca
41350,RWUI,Direxion FTSE Russell US Over International ETF,NYSEArca
41351,LSAF,LeaderSharesTM AlphaFactor US Core Equity ETF,NYSEArca
41352,SBE,Switchback Energy Acquisition Corporation,NYSE
41353,QTUM,Defiance Quantum ETF,NYSEArca
41354,RYZZ,RYZZ Managed Futures Strategy Plus ETF,NYSEArca
41355,KSCD,KFA Small Cap Quality Dividend Index ETF,NYSEArca
41356,SPEU,SPDR Portfolio Europe ETF,NYSEArca
41357,KDFI,KFA Dynamic Fixed Income ETF,NYSEArca
41358,TFC,Truist Financial Corp,NYSE
41359,ZGBR,SPDR Solactive United Kingdom ETF,NYSEArca
41360,XCOM,ProShares Ultra Communication Services Select Sector,NYSEArca
41361,TAWK,Direxion Daily Communication Services Index Bull 3X Shares,NYSEArca
41362,WWJD,Inspire International ESG ETF,NYSEArca
41363,WANT,Direxion Daily Cnsmr Discret Bull 3XShrs,NYSEArca
41364,USHG,AGFiQ Dynamic Hedged U.S. Equity ETF,NYSEArca
41365,TAXF,American Century Diversified Municipal Bond ETF,NYSEArca
41366,YCOM,ProShares UltraShort Communication Services Select Sector,NYSEArca
41367,XMVM,Invesco S&P MidCap Value with Momentum ETF,NYSEArca
41368,WOMN,Impact Shares YWCA Women's Empowerment ETF,NYSEArca
41369,TPHD,Timothy Plan High Dividend Stock ETF,NYSEArca
41370,SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF,NYSEArca
41371,XLSR,SPDR SSGA U.S. Sector Rotation ETF,NYSEArca
41372,TBND,Tactical Income ETF,NYSEArca
41373,TRND,Pacer Trendpilot Fund of Funds ETF,NYSEArca
41374,XMHQ,Invesco S&P MidCap Quality ETF,NYSEArca
41375,VVNT,Vivint Smart Home Inc,NYSE
41376,TECB,iShares U.S. Tech Breakthrough Multisector ETF,NYSEArca
41377,TPIF,Timothy Plan International ETF,NYSEArca
41378,VPC,Virtus Private Credit ETF,NYSEArca
41379,UCOM,ProShares UltraPro Communication Services Select Sector,NYSEArca
41380,TPLC,Timothy Plan US Large Cap Core ETF,NYSEArca
41381,SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,NYSEArca
41382,ZJPN,SPDR Solactive Japan ETF,NYSEArca
41383,UBOT,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 3X Shares",NYSEArca
41384,WBIN,WBI BullBear Trend Switch US Total Return ETF,NYSEArca
41385,WBIT,WBI BullBear Trend Switch US 3000 Total Return ETF,NYSEArca
41386,URNM,North Shore Global Uranium Mining ETF,NYSEArca
41387,UTRN,Vesper U.S. Large Cap Short-Term Reversal Strategy ETF,NYSEArca
41388,ZCAN,SPDR Solactive Canada ETF,NYSEArca
41389,ZIG,The Acquirers Fund ETF,NYSEArca
41390,USSG,Xtrackers MSCI USA ESG Leaders Equity ETF,NYSEArca
41391,VALT,ETFMG Sit Short Term ETF,NYSEArca
41392,USI,Principal Ultra-Short Active Income ETF,NYSEArca
41393,ULTR,IQ Ultra Short Duration ETF,NYSEArca
41394,ZDEU,SPDR Solactive Germany ETF,NYSEArca
41395,VEL,Velocity Financial Inc,NYSE
41396,SRVR,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,NYSEArca
41397,ZHOK,SPDR Solactive Hong Kong ETF,NYSEArca
41398,WEBL,Direxion Daily Dow Jones Internet Bull 3X Shares,NYSEArca
41399,SWAN,Amplify BlackSwan Growth & Treasury Core ETF,NYSEArca
41400,WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,NYSEArca
41401,WIZ,Alpha Architect Merlyn.AI Bull-Rider Bear-Fighter ETF,NYSEArca
41402,VRAI,Virtus Real Asset Income ETF,NYSEArca
41403,THCX,The Cannabis ETF,NYSEArca
41404,XLC,Communication Services Select Sector SPDR Fund,NYSEArca
41405,YGRN,MicroSectors U.S. Big Oil Index Inverse ETNs,NYSEArca
41406,TPSC,Timothy Plan US Small Cap Core ETF,NYSEArca
41407,XSMO,Invesco S&P SmallCap Momentum ETF,NYSEArca
41408,WTRG,Essential Utilities Inc,NYSE
41409,VEGN,US Vegan Climate ETF,NYSEArca
41410,XOUT,GraniteShares XOUT U.S. Large Cap ETF,NYSEArca
41411,COFS,ChoiceOne Financial Services Inc,NasdaqCM
41412,CLSK,CleanSpark Inc,NasdaqCM
41413,AGNCP,AGNC Investment Corp.,NasdaqGS
41414,DUOT,Duos Technologies Group Inc,NasdaqGS
41415,HUIZ,Huize Holding Ltd,NasdaqGS
41416,RVMD,Revolution Medicines Inc,NasdaqGS
41417,AVDR,"Avedro, Inc.",NasdaqGM
41418,MDRRP,"Medalist Diversified REIT, Inc.",NasdaqGS
41419,ADXN,Addex Therapeutics Ltd,NasdaqCM
41420,PAE,PAE Inc,NasdaqGS
41421,AMHCW,Amplitude Healthcare Acquisition Corporation,NasdaqCM
41422,AGNCO,AGNC Investment Corp.,NasdaqGS
41423,ARQT,Arcutis Biotherapeutics Inc,NasdaqGS
41424,APXTU,Apex Technology Acquisition Corporation,NasdaqCM
41425,ALRS,Alerus Financial Corp,NasdaqCM
41426,APXTW,Apex Technology Acquisition Corporation,NasdaqCM
41427,APXT,Apex Technology Acquisition Corp,NasdaqCM
41428,AACG,ATA Creativity Global,NasdaqGM
41429,APRE,Aprea Therapeutics Inc,NasdaqGS
41430,ANPC,AnPac Bio-Medical Science Co Ltd,NasdaqGM
41431,AMHCU,Amplitude Healthcare Acquisition Corporation,NasdaqCM
41432,PAEWW,PAE Incorporated,NasdaqCM
41433,ETTX,Entasis Therapeutics Holdings Inc,NasdaqGM
41434,MDRR,Medalist Diversified Reit Inc,NasdaqCM
41435,ORSNW,Orisun Acquisition Corp.,NasdaqCM
41436,NPA,New Providence Acquisition Corp,NasdaqCM
41437,WCLD,WisdomTree Cloud Computing Fund,NasdaqGM
41438,AHCO,Adapthealth Corp,NasdaqCM
41439,AIH,Aesthetic Medical International Holdings Group Ltd,NasdaqGM
41440,PDEV,Principal International Multi-Factor Core Index ETF,NasdaqGS
41441,AMHC,Amplitude Healthcare Acquisition Corp,NasdaqGS
41442,BRP,BRP Group Inc,NasdaqGS
41443,CNTG,Centogene NV,NasdaqGM
41444,FITBO,Fifth Third Bancorp,NasdaqGS
41445,BSBK,Bogota Financial Corp,NasdaqGS
41446,PHAT,Phathom Pharmaceuticals Inc,NasdaqGS
41447,BBQ,BBQ Holdings Inc,NasdaqGS
41448,VIACA,ViacomCBS Inc.,NasdaqGS
41449,SDC,SmileDirectClub Inc,NasdaqGS
41450,BSBE,Invesco BulletShares (R) 2022 USD Emerging Markets Debt ETF,NasdaqGS
41451,OPCH,Option Care Health Inc,NasdaqGS
41452,PGNY,Progyny Inc,NasdaqGS
41453,PRDO,Perdoceo Education Corp,NasdaqGS
41454,VIAC,ViacomCBS Inc,NasdaqGS
41455,DHC,Diversified Healthcare Trust,NasdaqGS
41456,NLOK,NortonLifeLock Inc,NasdaqGS
41457,SVC,Service Properties Trust,NasdaqGS
41458,IPHA,Innate Pharma S.A.,NasdaqGS
41459,TXG,10X Genomics Inc,NasdaqGS
41460,MCBS,Metrocity Bankshares Inc,NasdaqGS
41461,PPD,PPD Inc,NasdaqGS
41462,DDOG,Datadog Inc,NasdaqGS
41463,HQI,Hirequest Inc,NasdaqGS
41464,YAYO,YayYo Inc,NasdaqCM
41465,BDTX,Black Diamond Therapeutics Inc,NasdaqGS
41466,FREQ,Frequency Therapeutics Inc,NasdaqGS
41467,IMAB,I-Mab,NasdaqGS
41468,GTEC,Greenland Technologies Holding Corp,NasdaqCM
41469,SAQNU,Software Acquisition Group Inc.,NasdaqGS
41470,CRNC,Cerence Inc,NasdaqGS
41471,SSPK,Silver Spike Acquisition Corp,NasdaqCM
41472,BSDE,Invesco BulletShares (R) 2024 Emerging Markets Debt ETF,NasdaqGS
41473,GRTX,Galera Therapeutics Inc,NasdaqGS
41474,CHPMU,CHP Merger Corp.,NasdaqCM
41475,HBT,HBT Financial Inc,NasdaqGS
41476,DFNSU,LGL Systems Acquisition Corp.,NasdaqCM
41477,FLLCW,Fellazo Inc.,NasdaqCM
41478,BUG,Global X Cybersecurity ETF,NasdaqGS
41479,CNSP,CNS Pharmaceuticals Inc,NasdaqCM
41480,STSA,Satsuma Pharmaceuticals Inc,NasdaqGS
41481,GHIVU,"Gores Holdings IV, Inc.",NasdaqCM
41482,TCOM,Trip.com Group Ltd,NasdaqGS
41483,REYN,Reynolds Consumer Products Inc,NasdaqGS
41484,EXPCW,Experience Investment Corp.,NasdaqCM
41485,PGEN,Precigen Inc,NasdaqGS
41486,MBNKP,Medallion Bank,NasdaqCM
41487,RILYP,"B. Riley Financial, Inc.",NasdaqGS
41488,WKEY,WISeKey International Holding AG,NasdaqGS
41489,HUGE,FSD Pharma Inc,NasdaqCM
41490,FSRVU,FinServ Acquisition Corp.,NasdaqCM
41491,HCCOW,Healthcare Merger Corp.,NasdaqGS
41492,IMVT,Immunovant Inc,NasdaqCM
41493,HCCO,Healthcare Merger Corp,NasdaqGS
41494,LATN,Union Acquisition Corp II,NasdaqGS
41495,HCCOU,Healthcare Merger Corp.,NasdaqGS
41496,FSRVW,FinServ Acquisition Corp.,NasdaqCM
41497,RCEL,Avita Therapeutics Inc,NasdaqGS
41498,PTON,Peloton Interactive Inc,NasdaqGS
41499,ORSN,Orisun Acquisition Corp,NasdaqGS
41500,TELA,TELA Bio Inc,NasdaqGS
41501,VERO,Venus Concept Inc,NasdaqGS
41502,GRNVU,GreenVision Acquisition Corp.,NasdaqCM
41503,PNTG,Pennant Group Inc,NasdaqGS
41504,CIICU,CIIG Merger Corp.,NasdaqCM
41505,CHPM,CHP Merger Corp,NasdaqCM
41506,NTRSO,Northern Trust Corporation,NasdaqGS
41507,SDGR,Schrodinger Inc,NasdaqGS
41508,ONEM,1Life Healthcare Inc,NasdaqGS
41509,BXRX,Baudax Bio Inc,NasdaqCM
41510,LIZI,Lizhi Inc,NasdaqGS
41511,XP,Xp Inc,NasdaqGS
41512,CABA,Cabaletta Bio Inc,NasdaqGS
41513,PTAC,PropTech Acquisition Corp,NasdaqCM
41514,MCMJW,Merida Merger Corp. I,NasdaqCM
41515,CIICW,CIIG Merger Corp.,NasdaqCM
41516,IMVTW,"Immunovant, Inc.",NasdaqGS
41517,GOODN,Gladstone Commercial Corporation,NasdaqGS
41518,GRNVW,GreenVision Acquisition Corp.,NasdaqGS
41519,FRG,Franchise Group Inc,NasdaqGM
41520,SRACW,Stable Road Acquisition Corp.,NasdaqGS
41521,PWFL,Powerfleet Inc,NasdaqGS
41522,PFHD,Professional Holding Corp,NasdaqGS
41523,KRKR,36kr Holdings Inc,NasdaqGS
41524,IGMS,IGM Biosciences Inc,NasdaqGS
41525,TARA,Protara Therapeutics Inc,NasdaqGS
41526,OCGN,Ocugen Inc,NasdaqGS
41528,SRAC,Stable Road Acquisition Corp,NasdaqGS
41529,ONEW,OneWater Marine Inc,NasdaqGS
41530,ESPO,VanEck Vectors Video Gaming and eSports ETF,NasdaqGM
41531,XGN,Exagen Inc,NasdaqGS
41532,SWKH,SWK Holdings Corp,NasdaqGS
41533,CNNB,Cincinnati Bancorp,NasdaqCM
41534,QMCO,Quantum Corp,NasdaqGM
41535,KRMD,Repro Med Systems Inc,NasdaqCM
41536,GNSS,Genasys Inc,NasdaqCM
41537,FRHC,Freedom Holding Corp,NasdaqCM
41538,LIVKU,LIV Capital Acquisition Corp.,NasdaqGS
41539,DRTT,DIRTT Environmental Solutions Ltd,NasdaqGS
41540,AVGOP,Broadcom Inc.,NasdaqGS
41541,LIVKW,LIV Capital Acquisition Corp.,NasdaqGS
41542,JAN,Janone Inc,NasdaqGS
41543,NYMTM,"New York Mortgage Trust, Inc.",NasdaqGS
41544,BEAM,Beam Therapeutics Inc,NasdaqGS
41545,GRNV,Greenvision Acquisition Corp.,NasdaqCM
41546,SIVBP,SVB Financial Group,NasdaqGS
41547,OPRT,Oportun Financial Corp,NasdaqGS
41548,FUTU,Futu Holdings Ltd,NasdaqGS
41549,EXPC,Experience Investment Corp,NasdaqCM
41550,BNTX,BioNTech SE,NasdaqGS
41551,SWTX,Springworks Therapeutics Inc,NasdaqGS
41552,HERO,Global X Video Games &amp; Esports ETF,NasdaqGM
41553,DHCNL,Diversified Healthcare Trust,NasdaqGS
41554,OYST,Oyster Point Pharma Inc,NasdaqGS
41555,NPAUU,New Providence Acquisition Corp.,NasdaqCM
41556,LATNW,Union Acquisition Corp. II,NasdaqCM
41557,VIE,Viela Bio Inc,NasdaqGS
41558,VIR,Vir Biotechnology Inc,NasdaqGS
41559,ZIONN,"Zions Bancorporation, National Association",NasdaqGS
41560,ZIONO,"Zions Bancorporation, National Association",NasdaqGS
41561,DUO,Fangdd Network Group Ltd,NasdaqGM
41562,BSAE,Invesco BulletShares (R) 2021 USD Emerging Markets Debt ETF,NasdaqGM
41563,YGYIP,"Youngevity International, Inc.",NasdaqGS
41564,LDEM,iShares ESG MSCI EM Leaders ETF,NasdaqGS
41565,CCAP,Crescent Capital BDC Inc,NasdaqGM
41566,FLLC,Fellazo Inc.,NasdaqGS
41567,BSCT,Invesco BulletShares 2029 Corporate Bond ETF,NasdaqGM
41568,CHPMW,CHP Merger Corp.,NasdaqCM
41569,HAPP,Happiness Biotech Group Ltd,NasdaqCM
41570,BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,NasdaqGM
41571,LIVK,LIV Capital Acquisition Corp,NasdaqCM
41572,MDIA,Mediaco Holding Inc,NasdaqGS
41573,FLLCR,Fellazo Inc.,NasdaqGS
41574,EXPCU,Experience Investment Corp.,NasdaqCM
41575,BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,NasdaqGM
41576,MCMJ,Merida Merger Corp I,NasdaqCM
41577,EH,Ehang Holdings Ltd,NasdaqGM
41578,GRWG,GrowGeneration Corp,NasdaqCM
41579,POTX,Global X Funds - Global X Cannabis Etf,NasdaqGS
41580,SRACU,Stable Road Acquisition Corp.,NasdaqGS
41581,IMVTU,"Immunovant, Inc.",NasdaqGS
41582,CIIC,Ciig Merger Corp,NasdaqCM
41583,BSMS,Invesco BulletShares (R) 2028 Municipal Bond ETF,NasdaqGM
41584,GXTG,Global X Thematic Growth ETF,NasdaqGS
41585,ZIONP,"Zions Bancorporation, National Association",NasdaqGM
41586,HTIA,Healthcare Trust Inc,NasdaqGS
41587,DRADP,Digirad Corporation,NasdaqGM
41588,SITM,SiTime Corp,NasdaqGS
41589,BSML,Invesco BulletShares (R) 2021 Municipal Bond ETF,NasdaqGM
41590,LATNU,Union Acquisition Corp. II,NasdaqGS
41591,UFO,Procure Space ETF,NasdaqGM
41592,MOHO,Ecmoho Ltd,NasdaqGS
41593,ETNB,89Bio Inc,NasdaqGM
41594,LMNL,Liminal BioSciences Inc,NasdaqGS
41595,ECOLW,"US Ecology, Inc.",NasdaqCM
41596,LMPX,Lmp Automotive Holdings Inc,NasdaqGS
41597,PTACW,PropTech Acquisition Corporation,NasdaqGS
41598,NPAWW,New Providence Acquisition Corp.,NasdaqGS
41599,FSRV,Finserv Acquisition Corp,NasdaqCM
41600,NWGI,Newgioco Group Inc,NasdaqCM
41601,RAPT,Rapt Therapeutics Inc,NasdaqGM
41602,BSCE,Invesco BulletShares (R) 2023 USD Emerging Markets Debt ETF,NasdaqGM
41603,BSCS,Invesco BulletShares 2028 Corporate Bond ETF,NasdaqGM
41604,SAQN,Software Acquisition Group Inc,NasdaqCM
41605,SONG,Akazoo S.A.,NasdaqCM
41606,RLMD,Relmada Therapeutics Inc,NasdaqCM
41607,SPT,Sprout Social Inc,NasdaqCM
41608,SAQNW,Software Acquisition Group Inc.,NasdaqCM
41609,NRBO,Neurobo Pharmaceuticals Inc,NasdaqGS
41610,THBR,Thunder Bridge Acquisition II Ltd,NasdaqCM
41611,MKD,Molecular Data Inc,NasdaqCM
41612,TFFP,TFF Pharmaceuticals Inc,NasdaqCM
41613,MNPR,Monopar Therapeutics Inc,NasdaqCM
41614,PTACU,PropTech Acquisition Corporation,NasdaqCM
41615,PROF,Profound Medical Corp,NasdaqCM
41616,QK,Q&K International Group Ltd,NasdaqGS
41617,GRNVR,GreenVision Acquisition Corp.,NasdaqGS
41618,THMO,Thermogenesis Holdings Inc,NasdaqGS
41619,THTX,Theratechnologies Inc,NasdaqCM
41620,GNRSU,Greenrose Acquisition Corp.,NasdaqGS
41621,SNCA,Seneca Biopharma Inc,NasdaqGS
41622,CAN,Canaan Inc,NasdaqGM
41623,ANVS,Annovis Bio Inc,NYSE American
41624,INDO,Indonesia Energy Corporation Ltd,NYSE American
